item_id,day_offset,true_log,pred_log,true_real,pred_real
FOODS_1_001,1,1.0986122886681098,0.5396034717559814,2.0000000000000004,0.7153265518871104
FOODS_1_001,2,0.0,0.4951475262641907,0.0,0.6407402734864421
FOODS_1_001,3,0.0,0.4662066102027893,0.0,0.5939362888298985
FOODS_1_001,4,0.0,0.4765450358390808,0.0,0.610500557313564
FOODS_1_001,5,0.0,0.5386449098587036,0.0,0.7136830930174484
FOODS_1_001,6,0.6931471805599453,0.6459868550300598,1.0,0.9078688905684056
FOODS_1_001,7,0.6931471805599453,0.6295022368431091,1.0,0.8766762064624669
FOODS_1_001,8,0.0,0.6117622256278992,0.0,0.8436775135121944
FOODS_1_001,9,1.9459101490553132,0.5663145780563354,5.999999999999999,0.7617622350990997
FOODS_1_001,10,0.6931471805599453,0.538252592086792,1.0,0.7130109165466422
FOODS_1_001,11,0.0,0.5379139184951782,0.0,0.7124308632169783
FOODS_1_001,12,1.3862943611198906,0.5746454000473022,3.0,0.7765004682292489
FOODS_1_001,13,0.0,0.6728904247283936,0.0,0.9598940677752621
FOODS_1_001,14,0.0,0.6996338367462158,0.0,1.0130154802077962
FOODS_1_001,15,0.0,0.6273906826972961,0.0,0.8727176838266131
FOODS_1_001,16,1.0986122886681098,0.5598756074905396,2.0000000000000004,0.7504547432944966
FOODS_1_001,17,0.0,0.5266193747520447,0.0,0.6931985524626266
FOODS_1_001,18,0.0,0.48403918743133545,0.0,0.6226152305293194
FOODS_1_001,19,1.0986122886681098,0.5371975302696228,2.0000000000000004,0.7112045372246899
FOODS_1_001,20,1.3862943611198906,0.622797966003418,3.0,0.8641365425161854
FOODS_1_001,21,0.6931471805599453,0.6337077021598816,1.0,0.88458512183783
FOODS_1_001,22,0.0,0.5825836658477783,0.0,0.7906589235809098
FOODS_1_001,23,0.0,0.5075047612190247,0.0,0.661141075697183
FOODS_1_001,24,0.0,0.438789963722229,0.0,0.5508295227173033
FOODS_1_001,25,0.6931471805599453,0.41295742988586426,1.0,0.5112806891731626
FOODS_1_001,26,0.0,0.49073469638824463,0.0,0.6335159174393933
FOODS_1_001,27,0.0,0.5724626779556274,0.0,0.7726270902030877
FOODS_1_001,28,0.0,0.5688464045524597,0.0,0.7662283627502454
FOODS_1_002,1,0.0,0.2620604336261749,0.0,0.2996050799037796
FOODS_1_002,2,0.0,0.2432829886674881,0.0,0.27542950514956743
FOODS_1_002,3,0.0,0.2364020198583603,0.0,0.26668343971695024
FOODS_1_002,4,0.0,0.2637060284614563,0.0,0.3017454639306146
FOODS_1_002,5,0.0,0.3197561204433441,0.0,0.37679195197788123
FOODS_1_002,6,0.6931471805599453,0.390164852142334,1.0,0.47722429740118716
FOODS_1_002,7,0.0,0.35253286361694336,0.0,0.422666408944287
FOODS_1_002,8,0.6931471805599453,0.28274667263031006,1.0,0.3267690123369416
FOODS_1_002,9,1.3862943611198906,0.27912116050720215,3.0,0.32196750442011673
FOODS_1_002,10,0.0,0.3131524920463562,0.0,0.3677300830851687
FOODS_1_002,11,0.0,0.3258759081363678,0.0,0.38524346076417587
FOODS_1_002,12,0.6931471805599453,0.3197472393512726,1.0,0.37677972461608866
FOODS_1_002,13,0.0,0.3778188228607178,0.0,0.4590985636230934
FOODS_1_002,14,1.0986122886681098,0.38323771953582764,2.0000000000000004,0.46702672953361035
FOODS_1_002,15,0.6931471805599453,0.29009634256362915,1.0,0.3365562490782583
FOODS_1_002,16,0.0,0.26024389266967773,0.0,0.2972464369831877
FOODS_1_002,17,0.0,0.254108190536499,0.0,0.28931128800222145
FOODS_1_002,18,0.6931471805599453,0.24964389204978943,1.0,0.2835682464343987
FOODS_1_002,19,1.0986122886681098,0.2738671600818634,2.0000000000000004,0.3150401008159813
FOODS_1_002,20,0.6931471805599453,0.32116055488586426,1.0,0.37872692446837825
FOODS_1_002,21,0.0,0.3026612401008606,0.0,0.3534558901925392
FOODS_1_002,22,0.6931471805599453,0.24327993392944336,1.0,0.2754256090524855
FOODS_1_002,23,0.6931471805599453,0.21402230858802795,1.0,0.23865028702419705
FOODS_1_002,24,0.6931471805599453,0.20344983041286469,1.0,0.22562366706538156
FOODS_1_002,25,0.0,0.19742879271507263,0.0,0.2182663124445424
FOODS_1_002,26,0.6931471805599453,0.20867976546287537,1.0,0.23205039026358903
FOODS_1_002,27,0.6931471805599453,0.23106808960437775,1.0,0.25994502568695954
FOODS_1_002,28,1.0986122886681098,0.21719175577163696,2.0000000000000004,0.24258235163183584
FOODS_1_003,1,1.3862943611198906,0.4481179118156433,3.0,0.5653632595962533
FOODS_1_003,2,0.6931471805599453,0.37355566024780273,1.0,0.4528914295899581
FOODS_1_003,3,0.0,0.36210352182388306,0.0,0.43634762759025353
FOODS_1_003,4,0.0,0.34590286016464233,0.0,0.4132653247886044
FOODS_1_003,5,0.0,0.3924088478088379,0.0,0.48054290440029723
