item_id,day_offset,true_log,pred_log,true_real,pred_real
FOODS_1_001,1,1.0986122886681098,0.5032951235771179,2.0000000000000004,0.6541629716460926
FOODS_1_001,2,0.0,0.4683985710144043,0.0,0.5974339666971944
FOODS_1_001,3,0.0,0.47842979431152344,0.0,0.6135388241840406
FOODS_1_001,4,0.0,0.4905562996864319,0.0,0.6332245295794529
FOODS_1_001,5,0.0,0.5528047680854797,0.0,0.7381212145058577
FOODS_1_001,6,0.6931471805599453,0.6649659276008606,1.0,0.9444242690083595
FOODS_1_001,7,0.6931471805599453,0.6432715654373169,1.0,0.9026955008297147
FOODS_1_001,8,0.0,0.5472553372383118,0.0,0.7285023453319743
FOODS_1_001,9,1.9459101490553132,0.5246555805206299,5.999999999999999,0.6898767216762786
FOODS_1_001,10,0.6931471805599453,0.5119158029556274,1.0,0.6684846227516217
FOODS_1_001,11,0.0,0.5247691869735718,0.0,0.6900687134820848
FOODS_1_001,12,1.3862943611198906,0.5786057710647583,3.0,0.7835500194011172
FOODS_1_001,13,0.0,0.6933737993240356,0.0,1.0004532888881246
FOODS_1_001,14,0.0,0.6797434091567993,0.0,0.9733713182521329
FOODS_1_001,15,0.0,0.5691067576408386,0.0,0.766688265625239
FOODS_1_001,16,1.0986122886681098,0.5079535245895386,2.0000000000000004,0.6618867022576428
FOODS_1_001,17,0.0,0.49322745203971863,0.0,0.637592952889776
FOODS_1_001,18,0.0,0.46120917797088623,0.0,0.585990570874582
FOODS_1_001,19,1.0986122886681098,0.5150187015533447,2.0000000000000004,0.6736698017299284
FOODS_1_001,20,1.3862943611198906,0.6114099025726318,3.0,0.8430280578335289
FOODS_1_001,21,0.6931471805599453,0.6123284697532654,1.0,0.8447217807004688
FOODS_1_001,22,0.0,0.48377925157546997,0.0,0.6221935094632192
FOODS_1_001,23,0.0,0.4431643784046173,0.0,0.5576283537629492
FOODS_1_001,24,0.0,0.4236331284046173,0.0,0.5275010942112754
FOODS_1_001,25,0.6931471805599453,0.42015597224235535,1.0,0.5221989578888432
FOODS_1_001,26,0.0,0.48453086614608765,0.0,0.6234132320645118
FOODS_1_001,27,0.0,0.5743018984794617,0.0,0.7758903423287435
FOODS_1_001,28,0.0,0.564849317073822,0.0,0.7591826839548877
FOODS_1_002,1,0.0,0.23933827877044678,0.0,0.2704082160333064
FOODS_1_002,2,0.0,0.2233581840991974,0.0,0.2502683197753148
FOODS_1_002,3,0.0,0.23151957988739014,0.0,0.2605140070583019
FOODS_1_002,4,0.0,0.24378599226474762,0.0,0.27607121215564484
FOODS_1_002,5,0.0,0.2819311022758484,0.0,0.3256873799968511
FOODS_1_002,6,0.6931471805599453,0.3455326557159424,1.0,0.4127422245111735
FOODS_1_002,7,0.0,0.33325886726379395,0.0,0.3955085031835689
FOODS_1_002,8,0.6931471805599453,0.2675887644290924,1.0,0.30680962289809194
FOODS_1_002,9,1.3862943611198906,0.26197150349617004,3.0,0.299489510993924
FOODS_1_002,10,0.0,0.26707279682159424,0.0,0.30613552538470523
FOODS_1_002,11,0.0,0.26425957679748535,0.0,0.30246624244057435
FOODS_1_002,12,0.6931471805599453,0.29365381598472595,1.0,0.34131947992024675
FOODS_1_002,13,0.0,0.36148586869239807,0.0,0.4354607369037717
FOODS_1_002,14,1.0986122886681098,0.3418753445148468,2.0000000000000004,0.40758482340836866
